X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,F,Y,Improvement,TREATMENT_NAME,MinTreatment,FollowRec,GroupId,ABS_Improvement,Total_Nbr_Follow_Rec,Total_Y_Follow_Rec,Total_Nbr_Not_Follow_Rec,Total_Y_Not_Follow_Rec,UPLIFT
41.0,36.0,80.0,27.0,5.0,33.0,11.0,77.0,13.0,31.0,82.0,88.0,41.0,20.0,1.0,52.0,38.0,22.0,50.0,20.0,68.0,56.0,50.0,90.0,16.0,47.0,22.0,19.0,73.0,64.0,22.0,90.0,17.0,6.0,24.0,17.0,14.0,37.0,57.0,5.0,9.0,42.0,60.0,25.0,24.0,27.0,48.0,60.0,81.0,26.0,1.0,1,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,10.0,5.0,7.0,3.0,0.07142857142857145
7.0,30.0,88.0,80.0,61.0,2.0,46.0,88.0,59.0,29.0,31.0,22.0,72.0,13.0,31.0,54.0,49.0,64.0,7.0,78.0,79.0,79.0,7.0,56.0,77.0,3.0,7.0,47.0,48.0,29.0,66.0,69.0,6.0,29.0,65.0,17.0,62.0,14.0,57.0,40.0,44.0,8.0,47.0,27.0,73.0,8.0,58.0,75.0,78.0,22.0,1.0,1,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,10.0,5.0,8.0,4.0,0.0
50.0,4.0,86.0,31.0,20.0,49.0,69.0,3.0,5.0,29.0,15.0,73.0,76.0,41.0,79.0,44.0,33.0,40.0,38.0,82.0,68.0,36.0,46.0,21.0,86.0,3.0,12.0,5.0,40.0,43.0,13.0,2.0,79.0,59.0,34.0,60.0,71.0,62.0,32.0,50.0,6.0,33.0,53.0,78.0,82.0,69.0,55.0,85.0,69.0,79.0,5.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,11.0,6.0,8.0,4.0,0.045454545454545414
36.0,11.0,47.0,3.0,54.0,3.0,26.0,46.0,59.0,1.0,3.0,69.0,31.0,17.0,71.0,10.0,30.0,33.0,1.0,17.0,91.0,42.0,39.0,20.0,31.0,33.0,74.0,56.0,58.0,45.0,66.0,17.0,15.0,64.0,6.0,46.0,71.0,10.0,46.0,22.0,8.0,58.0,8.0,25.0,82.0,32.0,55.0,52.0,42.0,64.0,2.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,12.0,6.0,8.0,4.0,0.0
61.0,51.0,69.0,30.0,3.0,45.0,11.0,19.0,38.0,60.0,58.0,40.0,72.0,8.0,47.0,16.0,67.0,98.0,1.0,28.0,34.0,26.0,40.0,66.0,79.0,34.0,12.0,11.0,22.0,51.0,57.0,41.0,37.0,54.0,30.0,44.0,18.0,81.0,50.0,1.0,27.0,72.0,37.0,76.0,17.0,68.0,33.0,33.0,48.0,47.0,1.0,1,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,12.0,6.0,9.0,5.0,-0.05555555555555558
37.0,45.0,13.0,21.0,3.0,11.0,52.0,25.0,70.0,19.0,12.0,76.0,67.0,41.0,52.0,50.0,22.0,60.0,6.0,17.0,67.0,82.0,77.0,106.0,32.0,60.0,46.0,20.0,54.0,28.0,7.0,41.0,87.0,69.0,29.0,52.0,17.0,45.0,56.0,60.0,54.0,42.0,60.0,50.0,20.0,21.0,3.0,18.0,25.0,13.0,11.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,13.0,7.0,9.0,5.0,-0.017094017094017144
7.0,54.0,14.0,45.0,57.0,23.0,15.0,92.0,75.0,84.0,60.0,7.0,69.0,21.0,53.0,88.0,41.0,18.0,3.0,102.0,33.0,20.0,21.0,90.0,22.0,39.0,76.0,28.0,41.0,46.0,77.0,52.0,39.0,32.0,43.0,18.0,52.0,87.0,63.0,67.0,69.0,16.0,73.0,61.0,30.0,67.0,48.0,29.0,30.0,26.0,9.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,14.0,7.0,9.0,5.0,-0.05555555555555558
85.0,36.0,84.0,31.0,10.0,81.0,54.0,73.0,12.0,26.0,61.0,77.0,34.0,46.0,7.0,90.0,67.0,38.0,37.0,89.0,5.0,59.0,62.0,70.0,79.0,77.0,44.0,9.0,75.0,53.0,6.0,15.0,56.0,48.0,54.0,65.0,16.0,69.0,49.0,10.0,56.0,7.0,35.0,72.0,16.0,71.0,36.0,44.0,41.0,1.0,1.0,0,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,14.0,7.0,10.0,5.0,0.0
82.0,3.0,11.0,27.0,3.0,55.0,21.0,20.0,53.0,86.0,32.0,27.0,4.0,11.0,16.0,50.0,35.0,46.0,41.0,57.0,51.0,20.0,19.0,23.0,41.0,79.0,61.0,2.0,23.0,52.0,19.0,56.0,29.0,42.0,18.0,58.0,53.0,55.0,32.0,34.0,69.0,67.0,43.0,41.0,86.0,82.0,68.0,75.0,7.0,33.0,2.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,15.0,7.0,10.0,5.0,-0.033333333333333326
7.0,71.0,13.0,29.0,80.0,75.0,24.0,84.0,76.0,19.0,24.0,86.0,62.0,14.0,35.0,46.0,52.0,69.0,67.0,67.0,59.0,52.0,6.0,87.0,87.0,39.0,32.0,56.0,37.0,66.0,13.0,11.0,79.0,42.0,65.0,8.0,55.0,6.0,2.0,41.0,3.0,38.0,8.0,19.0,45.0,46.0,46.0,49.0,60.0,19.0,4.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,16.0,8.0,10.0,5.0,0.0
50.0,80.0,95.0,37.0,12.0,87.0,76.0,33.0,59.0,2.0,20.0,77.0,16.0,45.0,34.0,44.0,47.0,69.0,68.0,36.0,63.0,69.0,10.0,39.0,54.0,25.0,46.0,67.0,42.0,26.0,26.0,2.0,19.0,3.0,60.0,49.0,16.0,69.0,44.0,18.0,8.0,52.0,73.0,31.0,17.0,59.0,46.0,59.0,55.0,32.0,1.0,0,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,16.0,8.0,11.0,5.0,0.04545454545454547
27.0,80.0,45.0,49.0,52.0,24.0,77.0,61.0,73.0,37.0,26.0,43.0,43.0,37.0,78.0,35.0,65.0,60.0,46.0,1.0,26.0,7.0,23.0,87.0,63.0,32.0,5.0,55.0,57.0,19.0,61.0,48.0,3.0,1.0,7.0,51.0,71.0,45.0,33.0,54.0,63.0,36.0,29.0,70.0,10.0,71.0,61.0,79.0,72.0,9.0,9.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,17.0,8.0,11.0,5.0,0.01604278074866311
43.0,6.0,76.0,51.0,47.0,61.0,30.0,85.0,35.0,68.0,35.0,45.0,30.0,37.0,26.0,73.0,65.0,31.0,43.0,52.0,87.0,21.0,66.0,103.0,7.0,73.0,74.0,16.0,47.0,47.0,15.0,82.0,37.0,61.0,26.0,88.0,43.0,19.0,35.0,35.0,33.0,39.0,3.0,71.0,58.0,12.0,29.0,29.0,4.0,6.0,1.0,1,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,17.0,8.0,12.0,6.0,-0.02941176470588236
45.0,74.0,36.0,62.0,3.0,97.0,79.0,40.0,70.0,79.0,83.0,84.0,32.0,11.0,26.0,52.0,38.0,8.0,35.0,95.0,87.0,11.0,67.0,29.0,49.0,32.0,60.0,47.0,47.0,36.0,51.0,58.0,63.0,8.0,28.0,50.0,58.0,23.0,37.0,65.0,62.0,10.0,26.0,68.0,75.0,81.0,58.0,16.0,22.0,41.0,1.0,1,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,17.0,8.0,13.0,7.0,-0.0678733031674208
67.0,77.0,79.0,29.0,39.0,58.0,45.0,41.0,72.0,33.0,53.0,35.0,57.0,17.0,70.0,39.0,67.0,78.0,50.0,93.0,62.0,18.0,21.0,104.0,28.0,49.0,70.0,70.0,75.0,52.0,8.0,85.0,9.0,55.0,56.0,46.0,79.0,6.0,63.0,67.0,70.0,53.0,15.0,68.0,30.0,84.0,38.0,40.0,31.0,45.0,1.0,0,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,17.0,8.0,14.0,7.0,-0.02941176470588236
65.0,13.0,76.0,16.0,57.0,43.0,69.0,50.0,22.0,19.0,56.0,83.0,35.0,11.0,60.0,10.0,18.0,69.0,27.0,32.0,85.0,59.0,80.0,33.0,81.0,26.0,33.0,56.0,73.0,32.0,57.0,79.0,79.0,82.0,58.0,11.0,82.0,41.0,32.0,83.0,40.0,8.0,75.0,73.0,44.0,20.0,3.0,56.0,58.0,18.0,5.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,18.0,9.0,14.0,7.0,0.0
52.0,31.0,57.0,61.0,5.0,8.0,15.0,3.0,72.0,19.0,77.0,9.0,31.0,26.0,73.0,61.0,43.0,69.0,45.0,77.0,55.0,22.0,67.0,78.0,81.0,60.0,43.0,20.0,43.0,41.0,8.0,92.0,83.0,50.0,34.0,23.0,9.0,35.0,61.0,40.0,69.0,39.0,47.0,23.0,32.0,68.0,38.0,43.0,28.0,24.0,4.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,19.0,10.0,14.0,7.0,0.02631578947368418
12.0,8.0,63.0,51.0,36.0,37.0,57.0,79.0,38.0,20.0,3.0,54.0,71.0,43.0,18.0,81.0,34.0,68.0,13.0,11.0,70.0,52.0,2.0,52.0,26.0,73.0,1.0,7.0,47.0,76.0,53.0,42.0,12.0,34.0,54.0,59.0,12.0,37.0,49.0,34.0,12.0,51.0,17.0,67.0,37.0,26.0,14.0,25.0,29.0,22.0,4.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,20.0,11.0,14.0,7.0,0.050000000000000044
21.0,24.0,13.0,2.0,64.0,78.0,84.0,74.0,59.0,86.0,58.0,18.0,17.0,37.0,66.0,70.0,66.0,60.0,75.0,24.0,8.0,77.0,4.0,21.0,33.0,17.0,7.0,67.0,58.0,68.0,16.0,67.0,33.0,54.0,72.0,48.0,37.0,72.0,11.0,50.0,6.0,73.0,67.0,15.0,20.0,72.0,48.0,29.0,17.0,66.0,13.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,21.0,11.0,14.0,7.0,0.023809523809523836
1.0,38.0,61.0,52.0,66.0,38.0,36.0,61.0,22.0,22.0,73.0,77.0,35.0,41.0,16.0,50.0,9.0,48.0,20.0,44.0,20.0,61.0,9.0,26.0,32.0,13.0,32.0,33.0,58.0,68.0,34.0,92.0,33.0,8.0,21.0,87.0,71.0,21.0,13.0,67.0,11.0,10.0,8.0,81.0,73.0,84.0,63.0,86.0,42.0,79.0,3.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,22.0,12.0,14.0,7.0,0.045454545454545414
53.0,50.0,90.0,70.0,20.0,35.0,4.0,40.0,76.0,47.0,41.0,84.0,28.0,49.0,56.0,3.0,35.0,15.0,33.0,89.0,59.0,2.0,64.0,85.0,34.0,26.0,42.0,1.0,27.0,57.0,15.0,24.0,54.0,5.0,57.0,1.0,43.0,58.0,38.0,72.0,8.0,42.0,81.0,7.0,65.0,32.0,20.0,49.0,16.0,20.0,13.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,23.0,12.0,14.0,7.0,0.021739130434782594
43.0,32.0,41.0,90.0,55.0,22.0,72.0,9.0,30.0,84.0,13.0,26.0,1.0,17.0,28.0,90.0,10.0,67.0,75.0,88.0,3.0,57.0,4.0,65.0,3.0,23.0,71.0,53.0,46.0,76.0,41.0,45.0,19.0,69.0,63.0,39.0,52.0,28.0,32.0,11.0,52.0,17.0,12.0,9.0,57.0,74.0,68.0,43.0,57.0,55.0,13.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,24.0,13.0,14.0,7.0,0.04166666666666663
37.0,1.0,13.0,17.0,47.0,67.0,19.0,83.0,59.0,29.0,56.0,59.0,77.0,24.0,1.0,63.0,5.0,18.0,5.0,18.0,51.0,33.0,71.0,31.0,55.0,23.0,21.0,34.0,60.0,6.0,62.0,37.0,72.0,32.0,37.0,19.0,7.0,43.0,36.0,30.0,42.0,1.0,50.0,39.0,73.0,59.0,29.0,16.0,75.0,47.0,13.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,25.0,14.0,14.0,7.0,0.06000000000000005
21.0,56.0,36.0,70.0,41.0,67.0,22.0,88.0,36.0,16.0,50.0,56.0,10.0,14.0,57.0,22.0,65.0,98.0,8.0,89.0,83.0,22.0,35.0,46.0,40.0,88.0,4.0,32.0,41.0,64.0,57.0,7.0,12.0,42.0,23.0,26.0,61.0,37.0,24.0,22.0,30.0,5.0,79.0,76.0,63.0,58.0,20.0,65.0,54.0,66.0,2.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,26.0,15.0,14.0,7.0,0.07692307692307687
75.0,37.0,24.0,82.0,4.0,87.0,7.0,85.0,28.0,49.0,54.0,73.0,30.0,8.0,79.0,81.0,55.0,77.0,60.0,24.0,5.0,28.0,48.0,102.0,63.0,79.0,33.0,48.0,48.0,8.0,43.0,33.0,67.0,6.0,18.0,87.0,61.0,2.0,11.0,29.0,17.0,22.0,39.0,17.0,12.0,35.0,28.0,68.0,11.0,26.0,8.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,27.0,16.0,14.0,7.0,0.09259259259259256
14.0,52.0,13.0,49.0,4.0,78.0,52.0,8.0,24.0,56.0,39.0,3.0,74.0,10.0,79.0,59.0,77.0,35.0,52.0,7.0,26.0,1.0,56.0,64.0,87.0,3.0,71.0,41.0,44.0,26.0,68.0,79.0,43.0,22.0,35.0,66.0,16.0,10.0,13.0,38.0,1.0,23.0,34.0,27.0,25.0,34.0,68.0,72.0,55.0,59.0,3.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,28.0,17.0,14.0,7.0,0.1071428571428571
75.0,55.0,29.0,82.0,13.0,35.0,14.0,27.0,57.0,44.0,61.0,39.0,32.0,4.0,63.0,73.0,67.0,75.0,33.0,42.0,65.0,4.0,21.0,61.0,7.0,73.0,58.0,56.0,24.0,73.0,53.0,56.0,75.0,66.0,13.0,1.0,10.0,10.0,59.0,22.0,56.0,10.0,18.0,34.0,16.0,28.0,16.0,69.0,24.0,65.0,3.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,29.0,18.0,14.0,7.0,0.12068965517241381
30.0,66.0,88.0,43.0,18.0,33.0,36.0,6.0,57.0,47.0,71.0,57.0,44.0,1.0,79.0,56.0,4.0,48.0,63.0,20.0,37.0,25.0,35.0,70.0,31.0,3.0,58.0,25.0,41.0,9.0,49.0,90.0,88.0,73.0,42.0,32.0,71.0,37.0,17.0,47.0,5.0,5.0,15.0,63.0,1.0,30.0,44.0,65.0,73.0,56.0,1.0,1,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,29.0,18.0,15.0,8.0,0.08735632183908049
42.0,22.0,72.0,70.0,21.0,73.0,90.0,33.0,78.0,79.0,56.0,9.0,50.0,46.0,71.0,79.0,65.0,8.0,28.0,9.0,63.0,78.0,30.0,46.0,58.0,74.0,28.0,7.0,41.0,32.0,16.0,92.0,54.0,64.0,25.0,87.0,2.0,6.0,28.0,50.0,59.0,14.0,18.0,31.0,21.0,58.0,5.0,85.0,46.0,58.0,5.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,30.0,18.0,15.0,8.0,0.06666666666666665
26.0,8.0,14.0,49.0,3.0,32.0,60.0,79.0,52.0,6.0,34.0,37.0,48.0,21.0,7.0,67.0,77.0,8.0,69.0,34.0,8.0,44.0,44.0,89.0,30.0,63.0,9.0,70.0,47.0,66.0,55.0,31.0,52.0,81.0,6.0,6.0,10.0,35.0,32.0,61.0,49.0,58.0,73.0,71.0,32.0,74.0,58.0,25.0,76.0,50.0,13.0,0,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,31.0,18.0,15.0,8.0,0.047311827956989294
33.0,10.0,13.0,80.0,55.0,96.0,75.0,85.0,52.0,13.0,24.0,3.0,1.0,27.0,6.0,73.0,50.0,67.0,58.0,24.0,33.0,27.0,67.0,59.0,41.0,41.0,74.0,56.0,73.0,37.0,24.0,84.0,10.0,5.0,33.0,3.0,22.0,24.0,37.0,83.0,11.0,11.0,54.0,31.0,81.0,48.0,25.0,84.0,59.0,76.0,11.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,32.0,19.0,15.0,8.0,0.060416666666666674
21.0,10.0,13.0,87.0,3.0,90.0,19.0,84.0,76.0,79.0,77.0,6.0,67.0,50.0,29.0,56.0,5.0,5.0,53.0,46.0,29.0,44.0,81.0,28.0,41.0,58.0,68.0,57.0,70.0,18.0,55.0,2.0,2.0,52.0,18.0,78.0,56.0,70.0,40.0,40.0,2.0,23.0,47.0,31.0,57.0,82.0,7.0,5.0,48.0,45.0,9.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,33.0,20.0,15.0,8.0,0.07272727272727275
79.0,8.0,84.0,49.0,8.0,61.0,71.0,41.0,74.0,84.0,38.0,5.0,39.0,11.0,56.0,18.0,57.0,36.0,43.0,102.0,26.0,77.0,29.0,46.0,54.0,59.0,58.0,67.0,54.0,26.0,43.0,24.0,1.0,30.0,11.0,87.0,5.0,37.0,35.0,26.0,65.0,58.0,39.0,20.0,23.0,50.0,32.0,75.0,75.0,24.0,1.0,0,0.5127414326064315,F,1.5,0.0,3,0.5127414326064315,33.0,20.0,16.0,8.0,0.10606060606060608
65.0,74.0,13.0,39.0,2.0,75.0,92.0,88.0,74.0,83.0,24.0,44.0,35.0,14.0,18.0,44.0,59.0,92.0,50.0,41.0,81.0,54.0,67.0,106.0,52.0,9.0,51.0,2.0,42.0,17.0,21.0,18.0,35.0,26.0,13.0,52.0,7.0,21.0,64.0,38.0,34.0,28.0,7.0,41.0,76.0,87.0,68.0,42.0,50.0,56.0,13.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,34.0,21.0,16.0,8.0,0.11764705882352944
3.0,26.0,51.0,62.0,10.0,61.0,42.0,31.0,6.0,29.0,18.0,80.0,67.0,32.0,31.0,52.0,23.0,22.0,60.0,11.0,43.0,20.0,80.0,28.0,32.0,2.0,1.0,25.0,58.0,4.0,15.0,86.0,15.0,29.0,7.0,11.0,83.0,41.0,54.0,62.0,31.0,22.0,57.0,43.0,40.0,49.0,46.0,20.0,75.0,18.0,9.0,1,0.5127414326064315,F,1.5,1.0,3,0.5127414326064315,35.0,22.0,16.0,8.0,0.12857142857142856
